Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed,cbsa_str,Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count,AREA,AREA_TITLE_msa,PRIM_STATE_msa,TOT_EMP_msa,JOBS_1000_msa,A_MEAN_msa,H_MEAN_msa,PRIM_STATE,TOT_EMP_state,JOBS_1000_state,A_MEAN_state,H_MEAN_state,rn_emp_best,rn_jobs_per_1000_best,rn_wage_best,rn_hourly_best
250100,BAPTIST MEM HOSPITAL GOLDEN TRIANGLE,MS,99925.0,99925.0,2022-10-01,2023-09-30,983.36,28947.0,146.0,33.97105054064325,6.735342465753424,99925.0,250100,BMH-GOLDEN TRIANGLE,MS,39705,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,MS,29400.0,25.351,79470.0,38.21,29400.0,25.351,79470.0,38.21
301303,WEEKS MEDICAL CENTER,NH,99930.0,99930.0,2022-10-01,2023-09-30,173.64,3145.0,25.0,55.211446740858506,6.9456,99930.0,301303,WEEKS MEDICAL CENTER,NH,3584,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,NH,16580.0,24.266,94620.0,45.49,16580.0,24.266,94620.0,45.49
340024,SAMPSON REGIONAL MEDICAL CENTER,NC,99934.0,99934.0,2022-10-01,2023-09-30,408.39,8915.0,67.0,45.809310151430175,6.095373134328358,99934.0,340024,SAMPSON REGIONAL MEDICAL CENTER,NC,28328,Acute Care Hospitals,Government - Local,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,NC,108510.0,22.153,86270.0,41.48,108510.0,22.153,86270.0,41.48
340070,ALAMANCE REGIONAL MEDICAL CENTER,NC,15500.0,15500.0,2022-10-01,2023-09-30,1189.82,48162.0,176.0,24.704538848054483,6.760340909090909,15500.0,340070,ALAMANCE REGIONAL MEDICAL CENTER,NC,27216,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,NC,108510.0,22.153,86270.0,41.48,108510.0,22.153,86270.0,41.48
340142,CARTERET COUNTY GENERAL HOSPITAL COM,NC,99934.0,99934.0,2022-10-01,2023-09-30,957.31,28723.0,99.0,33.32903944574034,9.66979797979798,99934.0,340142,CARTERET GENERAL HOSPITAL,NC,28557,Acute Care Hospitals,Proprietary,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,NC,108510.0,22.153,86270.0,41.48,108510.0,22.153,86270.0,41.48
461310,BLUE MOUNTAIN HOSPITAL,UT,99946.0,99946.0,2022-10-01,2023-09-30,97.86,1418.0,11.0,69.01269393511988,8.896363636363636,99946.0,461310,BLUE MOUNTAIN HOSPITAL,UT,84511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,UT,25780.0,15.078,88240.0,42.42,25780.0,15.078,88240.0,42.42
491302,CARILION GILES COMMUNITY HOSPITAL,VA,13980.0,13980.0,2022-10-01,2023-09-30,190.12,5893.0,25.0,32.2620057695571,7.6048,13980.0,491302,CARILION GILES COMMUNITY HOSPITAL,VA,24134,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12,,,,,,,,VA,77420.0,19.048,90930.0,43.72,77420.0,19.048,90930.0,43.72
491304,CARILION ROCKBRIDGE COMMUNITY HOSP,VA,99949.0,99949.0,2022-10-01,2023-09-30,223.17,4867.0,25.0,45.85370865009246,8.9268,99949.0,491304,CARILION STONEWALL JACKSON HOSPITAL,VA,24450,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12,,,,,,,,VA,77420.0,19.048,90930.0,43.72,77420.0,19.048,90930.0,43.72
070021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,CT,49340.0,49340.0,2022-10-01,2023-09-30,458.47,7413.0,46.0,61.84675569944692,9.966739130434783,49340.0,070021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,CT,6226,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12,,,,,,,,CT,39020.0,23.198,103670.0,49.84,39020.0,23.198,103670.0,49.84
100022,JACKSON MEMORIAL,FL,33124.0,33124.0,2022-10-01,2023-09-30,13922.05,403664.0,1608.0,34.48920389234611,8.657991293532337,33124.0,100022,JACKSON HEALTH SYSTEM,FL,33136,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
100087,SARASOTA MEMORIAL HOSPITAL,FL,35840.0,35840.0,2022-10-01,2023-09-30,4560.15,224423.0,786.0,20.319441411976488,5.801717557251908,35840.0,100087,SARASOTA MEMORIAL HOSPITAL,FL,34239,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
140100,MIDWESTERN REGIONAL MEDICAL CENTER,IL,29404.0,29404.0,2022-10-01,2023-09-30,521.51,3380.0,73.0,154.29289940828403,7.143972602739726,29404.0,140100,"MIDWESTERN REGION MED CENTER, INC",IL,60099,Acute Care Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
190065,BATON ROUGE GENERAL,LA,12940.0,12940.0,2022-10-01,2023-09-30,2134.21,68363.0,256.0,31.2187879408452,8.3367578125,12940.0,190065,BATON ROUGE GENERAL MEDICAL CENTER,LA,70809,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
190111,WILLIS-KNIGHTON HEALTH SYSTEMS,LA,43340.0,43340.0,2022-10-01,2023-09-30,4668.95,163558.0,674.0,28.546142652759265,6.927225519287833,43340.0,190111,WILLIS KNIGHTON MEDICAL CENTER,LA,71103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
201302,LINCOLNHEALTH,ME,99920.0,99920.0,2022-10-01,2023-09-30,320.28,7331.0,25.0,43.68844632383031,12.8112,99920.0,201302,LINCOLNHEALTH,ME,4543,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,ME,16280.0,25.626,87440.0,42.04,16280.0,25.626,87440.0,42.04
220135,FALMOUTH HOSPITAL,MA,12700.0,12700.0,2022-10-01,2023-09-30,612.59,22144.0,81.0,27.66392702312139,7.56283950617284,12700.0,220135,FALMOUTH HOSPITAL,MA,2540,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12,,,,,,,,MA,90190.0,24.759,112610.0,54.14,90190.0,24.759,112610.0,54.14
250104,JEFF ANDERSON REGIONAL MEDICAL CENTE,MS,99925.0,99925.0,2022-10-01,2023-09-30,1188.35,34574.0,270.0,34.37120379475907,4.401296296296296,99925.0,250104,ANDERSON REGIONAL MEDICAL CENTER,MS,39301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,MS,29400.0,25.351,79470.0,38.21,29400.0,25.351,79470.0,38.21
251304,TALLAHATCHIE CRITICAL ACCESS HOSPITA,MS,99925.0,99925.0,2022-10-01,2023-09-30,275.81,4391.0,18.0,62.81257116829879,15.322777777777778,99925.0,251304,TALLAHATCHIE GENERAL HOSPITAL-CAH,MS,38921,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,MS,29400.0,25.351,79470.0,38.21,29400.0,25.351,79470.0,38.21
301307,MEMORIAL HOSPITAL,NH,99930.0,99930.0,2022-10-01,2023-09-30,336.81,6374.0,25.0,52.84122999686225,13.4724,99930.0,301307,"MEMORIAL HOSPITAL, THE",NH,3860,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,NH,16580.0,24.266,94620.0,45.49,16580.0,24.266,94620.0,45.49
301310,ANDROSCOGGIN VALLEY HOSPITAL,NH,99930.0,99930.0,2022-10-01,2023-09-30,239.82,4230.0,25.0,56.695035460992905,9.5928,99930.0,301310,ANDROSCOGGIN VALLEY HOSPITAL,NH,3570,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12,,,,,,,,NH,16580.0,24.266,94620.0,45.49,16580.0,24.266,94620.0,45.49
380005,ASHLAND COMMUNITY HOSPITAL,OR,32780.0,32780.0,2022-10-01,2023-09-30,59.58,6372.0,41.0,9.350282485875706,1.453170731707317,32780.0,380005,ASANTE ASHLAND COMMUNITY HOSPITAL,OR,97520,Acute Care Hospitals,Government - Local,Yes,Y,,16,7,8,11,8,12,,,,,,,,OR,39900.0,20.3,120470.0,57.92,39900.0,20.3,120470.0,57.92
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,VT,99947.0,99947.0,2022-10-01,2023-09-30,822.77,12291.0,53.0,66.94085102920836,15.523962264150944,99947.0,470012,SOUTHWESTERN VERMONT MEDICAL CENTER,VT,5201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,VT,7240.0,23.793,92710.0,44.57,7240.0,23.793,92710.0,44.57
521343,STOUGHTON HOSPITAL ASSOCIATION,WI,31540.0,31540.0,2022-10-01,2023-09-30,235.71,2148.0,20.0,109.7346368715084,11.7855,31540.0,521343,STOUGHTON HOSPITAL,WI,53589,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
521347,WESTERN WISCONSIN HEALTH,WI,33460.0,33460.0,2022-10-01,2023-09-30,225.86,2856.0,25.0,79.08263305322129,9.0344,33460.0,521347,WESTERN WISCONSIN HEALTH,WI,54002,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
040119,WHITE RIVER MEDICAL CENTER,AR,99904.0,99904.0,2022-10-01,2023-09-30,2917.32,32536.0,170.0,89.66437177280551,17.160705882352943,99904.0,040119,WHITE RIVER MEDICAL CENTER,AR,72503,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
041332,UNITY HEALTH - NEWPORT,AR,99904.0,99904.0,2022-10-01,2023-09-30,180.24,5252.0,24.0,34.31835491241432,7.510000000000001,99904.0,041332,UNITY HEALTH - NEWPORT,AR,72112,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,36740.0,36740.0,2022-10-01,2023-09-30,1437.81,53577.0,172.0,26.836329021781737,8.359360465116279,36740.0,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,34711,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
101311,MADISON MEMORIAL HOSPITAL,FL,99910.0,99910.0,2022-10-01,2023-09-30,98.79,2568.0,25.0,38.4696261682243,3.9516,99910.0,101311,MADISON COUNTY MEMORIAL HOSPITAL,FL,32340,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
110001,HAMILTON MEDICAL CENTER,GA,19140.0,19140.0,2022-10-01,2023-09-30,1506.9,44136.0,239.0,34.14219684611202,6.305020920502092,19140.0,110001,HAMILTON MEDICAL CENTER,GA,30720,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,2.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110005,NORTHSIDE HOSPITAL FORSYTH,GA,12060.0,12060.0,2022-10-01,2023-09-30,3194.8,116958.0,376.0,27.31578857367602,8.496808510638298,12060.0,110005,NORTHSIDE HOSPITAL FORSYTH,GA,30041,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110008,NORTHSIDE HOSPITAL-CHEROKEE  INC.,GA,12060.0,12060.0,2022-10-01,2023-09-30,3051.01,96512.0,325.0,31.612752818302397,9.387723076923075,12060.0,110008,NORTHSIDE HOSPITAL CHEROKEE,GA,30115,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110029,NORTHEAST GEORGIA MEDICAL CENTER,GA,23580.0,23580.0,2022-10-01,2023-09-30,5769.49,222981.0,657.0,25.8743570079962,8.781567732115677,23580.0,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GA,30501,Acute Care Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110032,STEPHENS COUNTY HOSPITAL,GA,99911.0,99911.0,2022-10-01,2023-09-30,214.2,5079.0,40.0,42.17365623154164,5.355,99911.0,110032,STEPHENS COUNTY HOSPITAL,GA,30577,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110045,NGMC BARROW,GA,12060.0,12060.0,2022-10-01,2023-09-30,169.97,4130.0,38.0,41.15496368038741,4.472894736842105,12060.0,110045,"NGMC BARROW, LLC",GA,30680,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110087,NORTHSIDE HOSPITAL - GWINNETT,GA,12060.0,12060.0,2022-10-01,2023-09-30,4593.49,174688.0,440.0,26.29539521890456,10.43975,12060.0,110087,NORTHSIDE HOSPITAL GWINNETT,GA,30045,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110092,DODGE COUNTY HOSPITAL,GA,99911.0,99911.0,2022-10-01,2023-09-30,167.47,2859.0,41.0,58.576425323539695,4.084634146341464,99911.0,110092,DODGE COUNTY HOSPITAL,GA,31023,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110095,TIFT REGIONAL MEDICAL CENTER,GA,99911.0,99911.0,2022-10-01,2023-09-30,1594.7,50085.0,181.0,31.83987221723071,8.810497237569061,99911.0,110095,TIFT REGIONAL MEDICAL CENTER,GA,31794,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,2.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110105,COLQUITT REGIONAL MEDICAL CENTER,GA,99911.0,99911.0,2022-10-01,2023-09-30,1238.88,30151.0,100.0,41.08918443832709,12.388800000000002,99911.0,110105,COLQUITT REGIONAL MEDICAL CENTER,GA,31768,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,2.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
110122,SOUTH GEORGIA MEDICAL CENTER,GA,46660.0,46660.0,2022-10-01,2023-09-30,2285.93,68381.0,261.0,33.42931516064403,8.758352490421455,46660.0,110122,SGMC HEALTH,GA,31602,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
141310,MENDOTA COMMUNITY HOSPITAL,IL,99914.0,99914.0,2022-10-01,2023-09-30,148.75,2589.0,25.0,57.4546156817304,5.95,99914.0,141310,OSF SAINT PAUL MEDICAL CENTER,IL,61342,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
190151,RICHLAND PARISH HOSPITAL SERVICE DIS,LA,99919.0,99919.0,2022-10-01,2023-09-30,175.29,1999.0,38.0,87.6888444222111,4.612894736842105,99919.0,190151,RICHARDSON MEDICAL CENTER,LA,71269,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
191315,HARDTNER MEDICAL CENTER,LA,99919.0,99919.0,2022-10-01,2023-09-30,185.38,1846.0,25.0,100.4225352112676,7.4152,99919.0,191315,HARDTNER MEDICAL CENTER,LA,71465,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
201315,STEPHENS MEMORIAL HOSPITAL - CAH,ME,99920.0,99920.0,2022-10-01,2023-09-30,355.16,6361.0,25.0,55.83398836660903,14.2064,99920.0,201315,MAINEHEALTH STEPHENS HOSPITAL,ME,4268,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,ME,16280.0,25.626,87440.0,42.04,16280.0,25.626,87440.0,42.04
251325,COVINGTON COUNTY HOSPITAL,MS,25620.0,25620.0,2022-10-01,2023-09-30,239.39,5236.0,25.0,45.72001527883881,9.5756,25620.0,251325,COVINGTON COUNTY HOSPITAL CAH,MS,39428,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,MS,29400.0,25.351,79470.0,38.21,29400.0,25.351,79470.0,38.21
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,NY,99933.0,99933.0,2022-10-01,2023-09-30,249.6,5067.0,25.0,49.2599171107164,9.984,99933.0,331302,ELIZABETHTOWN COMMUNITY HOSPITAL,NY,12932,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
371301,PRAGUE COMMUNITY HOSPITAL,OK,99937.0,99937.0,2022-10-01,2023-09-30,49.67,3036.0,25.0,16.36034255599473,1.9868,99937.0,371301,PRAGUE REGIONAL MEMORIAL HOSPITAL,OK,74864,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,OK,32870.0,19.426,85800.0,41.25,32870.0,19.426,85800.0,41.25
371309,PAWHUSKA HOSPITAL  INC.,OK,46140.0,46140.0,2022-10-01,2023-09-30,82.64,4717.0,25.0,17.519609921560313,3.3056,46140.0,371309,"PAWHUSKA HOSPITAL, INC",OK,74056,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,OK,32870.0,19.426,85800.0,41.25,32870.0,19.426,85800.0,41.25
450104,GUADALUPE REGIONAL MEDICAL CENTER,TX,41700.0,41700.0,2022-10-01,2023-09-30,635.6,12396.0,117.0,51.27460471119716,5.432478632478633,41700.0,450104,GUADALUPE REGIONAL MEDICAL CENTER,TX,78155,Acute Care Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
450137,BAYLOR S&W ALL SAINTS MEDICAL CENTER,TX,23104.0,23104.0,2022-10-01,2023-09-30,1893.73,114206.0,451.0,16.58170323800851,4.198957871396896,23104.0,450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TX,76104,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
450399,BROWNFIELD REGIONAL MEDICAL CENTER,TX,99945.0,99945.0,2022-10-01,2023-09-30,139.88,1183.0,26.0,118.24175824175823,5.38,99945.0,450399,BROWNFIELD REGIONAL MEDICAL CENTER,TX,79316,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
450465,MATAGORDA REGIONAL MEDICAL CENTER,TX,99945.0,99945.0,2022-10-01,2023-09-30,293.3,5014.0,45.0,58.49621061029119,6.517777777777778,99945.0,450465,MATAGORDA REGIONAL MEDICAL CENTER,TX,77414,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
521316,TRI-COUNTY MEMORIAL HOSPITAL  INC.,WI,99952.0,99952.0,2023-01-01,2023-09-30,137.73,2423.0,25.0,56.84275691291787,5.5092,99952.0,521316,GUNDERSEN TRI-COUNTY HOSPITAL & CLINICS,WI,54773,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
010005,MARSHALL MEDICAL CENTERS SOUTH,AL,99901.0,99901.0,2022-10-01,2023-09-30,1360.93,34258.0,182.0,39.72590343861288,7.477637362637363,99901.0,010005,MARSHALL MEDICAL CENTERS,AL,35957,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010018,CALLAHAN EYE FOUNDATION HOSP,AL,13820.0,13820.0,2022-10-01,2023-09-30,274.42,262.0,6.0,1047.404580152672,45.73666666666667,13820.0,010018,CALLAHAN EYE HOSPITAL,AL,35233,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010029,EAST ALABAMA MEDICAL CENTER,AL,12220.0,12220.0,2022-10-01,2023-09-30,2105.4,74099.0,265.0,28.413338911456297,7.9449056603773585,12220.0,010029,THE EAST ALABAMA HEALTHCARE AUTHORITY,AL,36801,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,13820.0,13820.0,2022-10-01,2023-09-30,11410.68,378946.0,1149.0,30.111625403091733,9.930966057441251,13820.0,010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,35233,Acute Care Hospitals,Government - State,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,23460.0,23460.0,2022-10-01,2023-09-30,803.92,43720.0,175.0,18.38792314730101,4.593828571428571,23460.0,010040,GADSDEN REGIONAL MEDICAL CENTER,AL,35903,Acute Care Hospitals,Proprietary,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010045,FAYETTE MEDICAL CENTER,AL,99901.0,99901.0,2022-10-01,2023-09-30,170.59,2884.0,35.0,59.150485436893206,4.874,99901.0,010045,FAYETTE MEDICAL CENTER,AL,35555,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,2.0,,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010055,FLOWERS HOSPITAL,AL,20020.0,20020.0,2022-10-01,2023-09-30,1030.18,58162.0,194.0,17.712251985832673,5.310206185567011,20020.0,010055,FLOWERS HOSPITAL,AL,36302,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010062,WIREGRASS MEDICAL CENTER,AL,20020.0,20020.0,2022-10-01,2023-09-30,150.14,3374.0,33.0,44.49911084765856,4.549696969696969,20020.0,010062,WIREGRASS MEDICAL CENTER,AL,36340,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010073,CLAY COUNTY HOSPITAL,AL,99901.0,99901.0,2022-10-01,2023-09-30,163.45,4052.0,46.0,40.3381046396841,3.553260869565217,99901.0,010073,CLAY COUNTY HOSPITAL,AL,36251,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010092,DCH REGIONAL MEDICAL CENTER,AL,46220.0,46220.0,2022-10-01,2023-09-30,3125.9,116499.0,398.0,26.83198997416287,7.854020100502513,46220.0,010092,DCH REGIONAL MEDICAL CENTER,AL,35401,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010095,HALE COUNTY HOSPITAL,AL,46220.0,46220.0,2022-10-01,2023-09-30,86.59,1904.0,28.0,45.47794117647059,3.0925,46220.0,010095,HALE COUNTY HOSPITAL,AL,36744,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010099,D W MCMILLAN MEMORIAL HOSPITAL,AL,99901.0,99901.0,2022-10-01,2023-09-30,186.86,3409.0,46.0,54.81372836608977,4.062173913043479,99901.0,010099,D W MCMILLAN MEMORIAL HOSPITAL,AL,36426,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,16,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010102,JOHN PAUL JONES HOSPITAL,AL,99901.0,99901.0,2022-10-01,2023-09-30,37.9,199.0,21.0,190.45226130653265,1.8047619047619048,99901.0,010102,J PAUL JONES HOSPITAL,AL,36726,Acute Care Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
010112,WHITFIELD REGIONAL HOSPITAL,AL,99901.0,99901.0,2022-10-01,2023-09-30,249.33,8562.0,47.0,29.12053258584443,5.304893617021277,99901.0,010112,WHITFIELD REGIONAL HOSPITAL,AL,36732,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,AL,53340.0,25.503,74970.0,36.04,53340.0,25.503,74970.0,36.04
