Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed
341327,J ARTHUR DOSHER MEMORIAL HOSPITAL,NC,34820.0,34820,2022-10-01,2023-09-30,179.04,2355.0,25.0,76.02547770700636,7.1616
380018,ROGUE REGIONAL MEDICAL CENTER,OR,32780.0,32780,2022-10-01,2023-09-30,754.73,89744.0,322.0,8.409810126582277,2.3438819875776398
440033,LAFOLLETTE MEDICAL CENTER,TN,28940.0,28940,2022-10-01,2023-09-30,219.33,8220.0,48.0,26.68248175182482,4.569375
440035,TENNOVA HEALTHCARE CLARKSVILLE,TN,17300.0,17300,2022-10-01,2023-09-30,862.07,44122.0,250.0,19.53832555187888,3.44828
440048,BAPTIST MEM HOSPITAL MEMPHIS,TN,32820.0,32820,2022-10-01,2023-09-30,4002.56,234123.0,800.0,17.09597092126788,5.0032
440056,JEFFERSON MEMORIAL HOSPITAL,TN,34100.0,34100,2022-10-01,2023-09-30,243.45,6759.0,56.0,36.01864181091877,4.347321428571428
440130,BAPTIST MEM HOSPITAL UNION CITY,TN,99944.0,99944,2022-10-01,2023-09-30,278.91,7217.0,43.0,38.64625190522378,6.486279069767442
440153,NEWPORT MEDICAL CENTER,TN,99944.0,99944,2022-10-01,2023-09-30,253.29,9114.0,32.0,27.791310072416064,7.9153125
441301,TROUSDALE MEDICAL CENTER,TN,34980.0,34980,2022-10-01,2023-09-30,58.79,1154.0,25.0,50.94454072790294,2.3516
441305,MACON COUNTY GENERAL HOSPITAL,TN,34980.0,34980,2022-10-01,2023-09-30,154.79,3204.0,25.0,48.311485642946316,6.191599999999999
442010,BAPTIST MEM RESTORATIVE CARE HOSP.,TN,32820.0,32820,2022-10-01,2023-09-30,62.14,6788.0,30.0,9.154390100176782,2.0713333333333335
451309,MCCAMEY COUNTY HOSPITAL DISTRICT,TX,99945.0,99945,2022-10-01,2023-09-30,62.0,513.0,13.0,120.85769980506822,4.769230769230769
451314,MEMORIAL HOSPITAL,TX,99945.0,99945,2022-10-01,2023-09-30,75.0,687.0,16.0,109.1703056768559,4.6875
480002,GOV. JUAN F. LUIS HOSPITAL,VI,99948.0,99948,2022-10-01,2023-09-30,718.1,11857.0,66.0,60.563380281690144,10.88030303030303
010114,UAB MEDICAL WEST,AL,13820.0,13820,2022-10-01,2023-09-30,919.9,35087.0,204.0,26.21768746259298,4.509313725490196
010169,ATMORE COMMUNITY HOSPITAL,AL,99901.0,99901,2022-10-01,2023-09-30,138.63,3080.0,49.0,45.009740259740255,2.829183673469388
010175,EAMC-LANIER,AL,99901.0,99901,2022-10-01,2023-09-30,171.82,2228.0,12.0,77.11849192100539,14.318333333333333
011300,WASHINGTON COUNTY HOSPITAL,AL,33660.0,33660,2022-10-01,2023-09-30,87.64,2326.0,15.0,37.67841788478074,5.842666666666667
011302,RED BAY HOSPITAL,AL,99901.0,99901,2022-10-01,2023-09-30,78.68,2565.0,25.0,30.674463937621834,3.1472
031320,SAN CARLOS APACHE HEALTHCARE CORP,AZ,99903.0,99903,2023-01-10,2023-09-30,820.0,871.0,8.0,941.4466130884042,102.5
040047,FIVE RIVERS MEDICAL CENTER,AR,99904.0,99904,2022-10-01,2023-08-31,109.35,1990.0,28.0,54.949748743718594,3.9053571428571425
100134,ED FRASER MEMORIAL HOSPITAL,FL,27260.0,27260,2022-10-01,2023-09-30,187.5,1167.0,21.0,160.66838046272494,8.928571428571429
100135,TALLAHASSEE MEMORIAL HOSPITAL,FL,45220.0,45220,2022-10-01,2023-09-30,4358.11,129035.0,478.0,33.77463478901073,9.117384937238493
100175,DESOTO MEMORIAL HOSPITAL,FL,99910.0,99910,2022-10-01,2023-09-30,235.55,3364.0,49.0,70.02080856123663,4.807142857142857
100253,JUPITER MEDICAL CENTER,FL,48424.0,48424,2022-10-01,2023-09-30,1566.35,63274.0,242.0,24.75503366311597,6.4725206611570245
100302,ST. CLOUD REGIONAL MEDICAL CENTER,FL,36740.0,36740,2022-10-01,2023-09-30,531.64,20265.0,84.0,26.23439427584505,6.329047619047619
100315,VIERA HOSPITAL INC,FL,37340.0,37340,2022-10-01,2023-09-30,535.64,22679.0,84.0,23.618325322986024,6.376666666666667
100359,SARASOTA MEMORIAL HOSPITAL VENICE,FL,35840.0,35840,2022-10-01,2023-09-30,982.32,42008.0,110.0,23.384117310988383,8.930181818181818
110142,EVANS MEMORIAL HOSPITAL,GA,99911.0,99911,2022-10-01,2023-09-30,128.7,1855.0,49.0,69.38005390835579,2.6265306122448977
110234,SGMC BERRIEN CAMPUS,GA,99911.0,99911,2022-10-01,2023-09-30,42.12,374.0,10.0,112.62032085561496,4.212
110237,NGMC LUMPKIN  LLC,GA,99911.0,99911,2022-10-01,2023-09-30,97.16,2951.0,23.0,32.924432395798036,4.224347826086956
110252,NORTHSIDE HOSPITAL - DULUTH,GA,12060.0,12060,2022-10-01,2023-09-30,928.34,33409.0,94.0,27.787123230267294,9.875957446808512
111303,JASPER MEMORIAL HOSPITAL,GA,12060.0,12060,2022-10-01,2023-09-30,81.25,1233.0,12.0,65.89618815896188,6.770833333333333
111313,PUTNAM GENERAL HOSPITAL,GA,99911.0,99911,2022-10-01,2023-09-30,128.2,3615.0,25.0,35.46334716459198,5.127999999999999
111318,MONROE COUNTY HOSPITAL,GA,31420.0,31420,2022-10-01,2023-09-30,76.44,5216.0,25.0,14.654907975460123,3.0576
140179,LITTLE COMPANY OF MARY,IL,16984.0,16984,2022-10-01,2023-09-30,1092.73,49399.0,222.0,22.120488268993302,4.922207207207207
141337,OSF SAINT CLARE MEDICAL CENTER,IL,99914.0,99914,2022-10-01,2023-09-30,138.4,1161.0,25.0,119.20757967269596,5.5360000000000005
180043,ADVENTHEALTH MANCHESTER,KY,99918.0,99918,2022-10-01,2023-09-30,312.71,7586.0,49.0,41.22198787239652,6.381836734693877
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,99925.0,99925,2022-10-01,2023-09-30,2584.4,101836.0,476.0,25.37805883970305,5.429411764705883
250067,CLAY COUNTY MEDICAL CORPORATION,MS,99925.0,99925,2022-10-01,2023-09-30,250.35,5738.0,49.0,43.63018473335657,5.109183673469388
271329,MADISON VALLEY MEDICAL CENTER,MT,99927.0,99927,2022-10-01,2023-09-30,83.64,780.0,10.0,107.23076923076923,8.364
300005,CONCORD HOSPITAL - LACONIA,NH,99930.0,99930,2022-10-01,2023-09-30,727.24,14126.0,86.0,51.482372929350134,8.456279069767442
300023,EXETER HOSPITAL  INC.,NH,40484.0,40484,2022-10-01,2023-09-30,1255.62,25058.0,99.0,50.108548168249655,12.683030303030302
320018,MEMORIAL MEDICAL CENTER,NM,29740.0,29740,2022-10-01,2023-09-30,1160.72,37752.0,199.0,30.74592074592075,5.832763819095478
341320,ALLEGHANY MEMORIAL HOSPITAL,NC,99934.0,99934,2022-10-01,2023-09-30,80.66,617.0,25.0,130.7293354943274,3.2264
370166,WAGONER HOSPITAL AUTHORITY,OK,46140.0,46140,2022-10-01,2023-09-30,175.83,10160.0,100.0,17.306102362204726,1.7583000000000002
450080,TITUS REGIONAL MEDICAL CENTER,TX,99945.0,99945,2022-10-01,2023-09-30,737.77,10363.0,49.0,71.19270481520795,15.056530612244897
450565,PALO PINTO GENERAL HOSPITAL,TX,99945.0,99945,2022-10-01,2023-09-30,293.59,5308.0,48.0,55.31085154483797,6.116458333333333
450597,CUERO COMMUNITY HOSPITAL,TX,99945.0,99945,2022-10-01,2023-09-30,205.8,2272.0,44.0,90.58098591549296,4.677272727272728
451310,BALLINGER MEMORIAL HOSPITAL,TX,99945.0,99945,2022-10-01,2023-09-30,102.27,2544.0,16.0,40.200471698113205,6.391875
451351,LYNN COUNTY HOSPITAL,TX,31180.0,31180,2022-10-01,2023-09-30,161.6,1918.0,24.0,84.25443169968717,6.733333333333333
470005,RUTLAND REGIONAL MEDICAL CENTER,VT,99947.0,99947,2022-10-01,2023-09-30,1305.5,34750.0,142.0,37.568345323741006,9.193661971830986
021305,WRANGELL MEDICAL CENTER,AK,99902.0,99902,2022-10-01,2023-09-30,81.0,764.0,8.0,106.02094240837697,10.125
050077,SCRIPPS MERCY HOSPITAL,CA,41740.0,41740,2022-10-01,2023-09-30,3918.17,155494.0,487.0,25.198207004771888,8.04552361396304
070011,CHARLOTTE HUNGERFORD HOSPITAL,CT,99907.0,99907,2022-10-01,2023-09-30,809.05,23824.0,108.0,33.95945265278711,7.491203703703703
131304,POWER COUNTY HOSPITAL DISTRICT,ID,38540.0,38540,2022-10-01,2023-09-30,70.33,524.0,10.0,134.2175572519084,7.0329999999999995
140206,NORWEGIAN AMERICAN HOSPITAL,IL,16984.0,16984,2022-10-01,2023-09-30,601.62,32246.0,173.0,18.6571977919742,3.4775722543352603
140213,SILVER CROSS HOSPITAL,IL,16984.0,16984,2022-10-01,2023-09-30,2085.62,93062.0,320.0,22.411080784853105,6.5175624999999995
141339,TAYLORVILLE MEMORIAL HOSPITAL,IL,99914.0,99914,2022-10-01,2023-09-30,257.1,5607.0,25.0,45.8533975387908,10.284
180024,SPRING VIEW HOSPITAL,KY,99918.0,99918,2022-10-01,2023-09-30,226.12,2546.0,63.0,88.81382560879813,3.589206349206349
180048,EPHRAIM MCDOWELL REG MED CTR,KY,99918.0,99918,2022-10-01,2023-09-30,977.07,26303.0,157.0,37.1467133026651,6.2233757961783445
181306,DEACONNESS UNION COUNTY HOSPITAL,KY,99918.0,99918,2022-10-01,2023-09-30,85.88,3055.0,25.0,28.111292962356792,3.4352
200041,INLAND HOSPITAL,ME,99920.0,99920,2022-10-01,2023-09-30,345.5,6571.0,33.0,52.57951605539492,10.469696969696969
220002,MOUNT AUBURN HOSPITAL,MA,15764.0,15764,2022-10-01,2023-09-30,1825.73,48898.0,189.0,37.33751891692911,9.65994708994709
220012,CAPE COD HOSPITAL,MA,12700.0,12700,2022-10-01,2023-09-30,1984.13,72770.0,239.0,27.265768860794285,8.301799163179917
220049,MARLBOROUGH HOSPITAL,MA,15764.0,15764,2022-10-01,2023-09-30,351.51,18017.0,67.0,19.509907309763,5.246417910447761
220052,BROCKTON HOSPITAL  INC.,MA,14454.0,14454,2022-10-01,2023-09-30,1306.74,17987.0,175.0,72.64913548674043,7.467085714285714
220108,BIDMC-MILTON HOSPITAL  INC,MA,14454.0,14454,2022-10-01,2023-09-30,746.68,23911.0,102.0,31.22746852912885,7.320392156862745
220116,TUFTS MEDICAL CENTER,MA,14454.0,14454,2022-10-01,2023-09-30,5358.11,101062.0,364.0,53.0180483267697,14.720082417582416
220171,LAHEY CLINIC HOSPITAL  INC.,MA,15764.0,15764,2022-10-01,2023-09-30,4754.0,119588.0,344.0,39.75315249021641,13.819767441860465
221300,MARTHAS VINEYARD HOSPITAL,MA,99922.0,99922,2022-10-01,2023-09-30,306.16,5045.0,25.0,60.68582755203172,12.246400000000001
221303,ATHOL MEMORIAL HOSPITAL,MA,49340.0,49340,2022-10-01,2023-09-30,155.2,3981.0,21.0,38.98517960311479,7.39047619047619
241335,ST. ELIZABETH HOSP. OF WABASHA  INC.,MN,40340.0,40340,2023-01-01,2023-09-30,195.09,1845.0,14.0,105.739837398374,13.935
281334,BOONE COUNTY HEALTH CENTER,NE,99928.0,99928,2022-10-01,2023-09-30,196.07,2159.0,25.0,90.81519221861973,7.8427999999999995
300001,CONCORD HOSPITAL  INC.,NH,99930.0,99930,2022-10-01,2023-09-30,2845.75,60010.0,206.0,47.42126312281286,13.814320388349515
301301,COTTAGE HOSPITAL,NH,99930.0,99930,2022-10-01,2023-09-30,178.31,4243.0,25.0,42.024510959226966,7.1324000000000005
330049,NORTHERN DUTCHESS HOSPITAL,NY,39100.0,39100,2022-10-01,2023-09-30,557.7,20002.0,79.0,27.882211778822118,7.059493670886076
330084,ALICE HYDE MEDICAL CENTER,NY,99933.0,99933,2022-10-01,2023-09-30,442.71,4085.0,36.0,108.37454100367196,12.2975
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,NY,99933.0,99933,2022-10-01,2023-09-30,1753.6,55612.0,286.0,31.532762713083507,6.131468531468531
330273,PUTNAM HOSPITAL CENTER,NY,35614.0,35614,2022-10-01,2023-09-30,508.1,11171.0,88.0,45.483842091128814,5.773863636363637
360147,MARIETTA MEMORIAL HOSPITAL,OH,99936.0,99936,2022-10-01,2023-09-30,2423.0,40404.0,188.0,59.96930996930997,12.888297872340425
361319,SELBY GENERAL HOSPITAL,OH,99936.0,99936,2022-10-01,2023-09-30,176.74,3395.0,25.0,52.058910162002945,7.0696
364047,RIDGEVIEW HOSPITAL,OH,99936.0,99936,2022-10-01,2023-09-30,113.75,16245.0,84.0,7.002154509079717,1.3541666666666667
410008,SOUTH COUNTY HOSPITAL,RI,39300.0,39300,2022-10-01,2023-09-30,933.9,19446.0,79.0,48.025300833076216,11.821518987341772
521359,MEMORIAL MEDICAL CENTER  INC.,WI,99952.0,99952,2022-10-01,2023-09-30,473.67,6446.0,25.0,73.4827800186162,18.9468
010058,BIBB MEDICAL CENTER,AL,13820.0,13820,2022-10-01,2023-09-30,129.55,3050.0,25.0,42.47540983606557,5.182
021310,MANIILAQ HEALTH CENTER,AK,99902.0,99902,2022-10-01,2023-09-30,387.0,907.0,17.0,426.68136714443216,22.764705882352942
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,CA,31084.0,31084,2022-10-01,2023-09-30,1201.0,48920.0,308.0,24.55028618152085,3.8993506493506493
050696,KECK HOSPITAL OF USC,CA,31084.0,31084,2022-10-01,2023-09-30,3482.32,82379.0,314.0,42.27193823668653,11.090191082802548
051336,MEE MEMORIAL HOSPITAL,CA,41500.0,41500,2022-10-01,2023-09-30,214.25,2495.0,13.0,85.87174348697394,16.48076923076923
070024,THE WILLIAM W. BACKUS HOSPITAL,CT,35980.0,35980,2022-10-01,2023-09-30,1478.31,54137.0,187.0,27.306832665275135,7.9054010695187165
100018,NAPLES COMMUNITY HOSPITAL,FL,34940.0,34940,2022-10-01,2023-09-30,2734.87,137149.0,517.0,19.940867231988566,5.289883945841392
140135,DECATUR MEMORIAL HOSPITAL,IL,19500.0,19500,2022-10-01,2023-09-30,1614.89,32821.0,178.0,49.202949331220864,9.07241573033708
140148,SPRINGFIELD MEMORIAL HOSPITAL,IL,44100.0,44100,2022-10-01,2023-09-30,3184.8,110711.0,407.0,28.766789207937787,7.825061425061426
141315,BCC DBA ILLINI COMMUNITY HOSPITAL,IL,99914.0,99914,2022-10-01,2023-09-30,162.81,1839.0,25.0,88.53181076672105,6.5124
200037,FRANKLIN MEMORIAL HOSPITAL,ME,99920.0,99920,2022-10-01,2023-09-30,606.03,7906.0,41.0,76.6544396660764,14.781219512195122
200050,MAINE COAST MEMORIAL HOSPITAL,ME,99920.0,99920,2022-10-01,2023-09-30,404.71,9316.0,45.0,43.4424645770717,8.993555555555556
200052,NORTHERN MAINE MEDICAL CENTER,ME,99920.0,99920,2022-10-01,2023-09-30,252.87,6716.0,40.0,37.651876116736155,6.32175
201308,HOULTON REGIONAL HOSPITAL,ME,99920.0,99920,2022-10-01,2023-09-30,278.71,5844.0,25.0,47.69164955509925,11.148399999999999
220001,HEALTHALLIANCE-CLINTON,MA,49340.0,49340,2022-10-01,2023-09-30,663.69,30460.0,125.0,21.788903479973737,5.30952
220088,NEW ENGLAND BAPTIST HOSPITAL,MA,14454.0,14454,2022-10-01,2023-09-30,823.4,8647.0,75.0,95.22377703249683,10.978666666666667
250006,BAPTIST MEM HOSPITAL UNION COUNTY,MS,99925.0,99925,2022-10-01,2023-09-30,380.84,11828.0,83.0,32.19817382482245,4.588433734939759
250034,BAPTIST MEM HOSPITAL NORTH MISS,MS,99925.0,99925,2022-10-01,2023-09-30,973.78,48019.0,190.0,20.279056206918092,5.125157894736842
250044,BAPTIST MEM HOSPITAL BOONEVILLE,MS,99925.0,99925,2022-10-01,2023-09-30,129.48,1817.0,21.0,71.26031920748487,6.1657142857142855
250084,NATCHEZ REGIONAL MEDICAL CENTER,MS,99925.0,99925,2022-10-01,2023-09-30,289.96,11590.0,131.0,25.018119068162207,2.2134351145038167
250141,BAPTIST MEM HOSPITAL DESOTO,MS,32820.0,32820,2022-10-01,2023-09-30,1457.38,77079.0,298.0,18.907614265883055,4.890536912751678
251318,NORTH SUNFLOWER COUNTY HOSPITAL,MS,99925.0,99925,2022-10-01,2023-09-30,378.49,5206.0,25.0,72.70265078755283,15.1396
340188,CAPE FEAR VALLEY HOKE HOSPITAL,NC,22180.0,22180,2022-10-01,2023-09-30,284.26,5373.0,37.0,52.90526707612135,7.682702702702702
341303,FIRSTHEALTH MONTGOMERY MEMORIAL CAH,NC,99934.0,99934,2022-10-01,2023-09-30,118.59,2580.0,3.0,45.96511627906977,39.53
341304,EAST CAROLINA HEALTH-BERTIE,NC,99934.0,99934,2022-10-01,2023-09-30,106.71,1179.0,6.0,90.5089058524173,17.785
341315,BLADEN COUNTY HOSPITAL,NC,99934.0,99934,2022-10-01,2023-09-30,157.23,5293.0,25.0,29.705271112790477,6.289199999999999
341318,EAST CAROLINA HEALTH - CHOWAN INC,NC,99934.0,99934,2022-10-01,2023-09-30,251.78,6558.0,25.0,38.392802683745046,10.0712
341324,THE OUTER BANKS HOSPITAL INC,NC,99934.0,99934,2022-10-01,2023-09-30,324.45,3335.0,21.0,97.28635682158921,15.45
420007,SPARTANBURG REGIONAL MEDICAL CENTER,SC,43900.0,43900,2022-10-01,2023-09-30,4699.26,182484.0,626.0,25.75162753994871,7.506805111821087
420009,OCONEE MEMORIAL HOSPITAL,SC,99942.0,99942,2022-10-01,2023-09-30,667.2,30362.0,131.0,21.97483696726171,5.093129770992367
420015,PH BAPTIST EASLEY HOSPITAL,SC,24860.0,24860,2022-10-01,2023-09-30,421.69,18716.0,74.0,22.530989527676855,5.698513513513514
420018,PRISMA HEALTH RICHLAND HOSPITAL,SC,17900.0,17900,2022-10-01,2023-09-30,3380.6,168072.0,575.0,20.11399876243515,5.8793043478260865
420106,PH BAPTIST PARKRIDGE HOSPITAL,SC,17900.0,17900,2022-10-01,2023-09-30,441.73,20847.0,76.0,21.18913992420972,5.812236842105263
420108,UNION MEDICAL CENTER,SC,99942.0,99942,2022-10-01,2023-09-30,152.5,1252.0,15.0,121.80511182108626,10.166666666666666
422006,CONTINUECARE HOSP AT PALMETTO HEALTH,SC,17900.0,17900,2022-10-01,2023-09-30,53.53,7542.0,35.0,7.097586846990189,1.5294285714285714
422008,PH N GREENVILLE LT ACUTE CARE HOSP,SC,24860.0,24860,2022-10-01,2023-09-30,99.28,12044.0,44.0,8.243108601793425,2.2563636363636363
440016,BAPTIST MEM HOSPITAL HUNTINGDON,TN,99944.0,99944,2022-10-01,2023-09-30,155.85,4892.0,46.0,31.858135731807028,3.3880434782608693
493036,SHELTERING ARMS INSTITUTE,VA,40060.0,40060,2022-10-01,2023-09-30,563.37,35638.0,114.0,15.80812615747236,4.941842105263158
511304,SISTERSVILLE GENERAL HOSPITAL,WV,99951.0,99951,2022-10-01,2023-09-30,105.4,978.0,6.0,107.77096114519429,17.566666666666666
511306,ROANE GENERAL HOSPITAL,WV,99951.0,99951,2022-10-01,2023-09-30,217.77,2470.0,25.0,88.16599190283401,8.7108
520008,WAUKESHA MEMORIAL HOSPITAL,WI,33340.0,33340,2022-10-01,2023-09-30,1599.9,51005.0,265.0,31.36751298892266,6.037358490566038
520062,OCONOMOWOC MEMORIAL HOSPITAL,WI,33340.0,33340,2022-10-01,2023-09-30,310.76,9737.0,63.0,31.915374345280885,4.932698412698413
520087,GUNDERSEN LUTHERAN MEDICAL CENTER  I,WI,29100.0,29100,2023-01-01,2023-09-30,2934.95,51506.0,260.0,56.98268162932474,11.288269230769231
520109,MILE BLUFF MEDICAL CENTER  INC.,WI,99952.0,99952,2022-10-01,2023-09-30,420.11,3409.0,40.0,123.23555294807862,10.50275
010001,SOUTHEAST HEALTH MEDICAL CENTER,AL,20020.0,20020,2022-10-01,2023-09-30,2438.0,102930.0,345.0,23.68600019430681,7.066666666666666
010044,MARION REGIONAL MEDICAL CENTER,AL,99901.0,99901,2022-10-01,2023-09-30,115.15,2844.0,36.0,40.4887482419128,3.198611111111111
070004,SHARON HOSPITAL,CT,99907.0,99907,2022-10-01,2023-09-30,202.02,4417.0,50.0,45.73692551505547,4.0404
070006,THE STAMFORD HOSPITAL,CT,14860.0,14860,2022-10-01,2023-09-30,3006.99,72801.0,288.0,41.30424032636914,10.440937499999999
070008,JOHNSON MEMORIAL HOSPITAL  INC.,CT,25540.0,25540,2022-10-01,2023-09-30,167.21,3839.0,44.0,43.55561344100026,3.800227272727273
070016,ST. MARYS HOSPITAL,CT,35300.0,35300,2022-10-01,2023-09-30,989.0,29481.0,146.0,33.5470302906957,6.773972602739726
070029,BRISTOL HOSPITAL  INC,CT,25540.0,25540,2022-10-01,2023-09-30,829.88,20547.0,123.0,40.38935124349053,6.746991869918699
070034,NORWALK HOSPITAL,CT,14860.0,14860,2022-10-01,2023-09-30,1183.73,40872.0,186.0,28.961880994323742,6.364139784946237
090008,NOT-FOR-PROFIT HOSPITAL CORPORATION,DC,47894.0,47894,2022-10-01,2023-09-30,618.1,23291.0,126.0,26.538147782405222,4.905555555555556
100316,PALM BAY HOSPITAL,FL,37340.0,37340,2022-10-01,2023-09-30,640.41,33156.0,120.0,19.31505609844372,5.336749999999999
141317,GIBSON AREA HOSPITAL AND HEALTH SVCS,IL,99914.0,99914,2022-10-01,2023-09-30,631.48,2722.0,25.0,231.9911829537105,25.2592
191322,OCHSNER - ABROM KAPLAN MH,LA,29180.0,29180,2022-10-01,2023-09-30,115.4,1852.0,25.0,62.3110151187905,4.6160000000000005
200019,SOUTHERN MAINE HEALTH CARE,ME,38860.0,38860,2022-10-01,2023-09-30,1477.75,29885.0,140.0,49.44788355362221,10.555357142857142
220029,ANNA JAQUES HOSPITAL,MA,15764.0,15764,2022-10-01,2023-09-30,666.91,23539.0,116.0,28.332129657164707,5.7492241379310345
220033,BEVERLY HOSPITAL,MA,15764.0,15764,2022-10-01,2023-09-30,1701.94,81772.0,299.0,20.81323680477425,5.6921070234113715
220060,BETH ISRAEL DEACONESS - PLYMOUTH,MA,14454.0,14454,2022-10-01,2023-09-30,1402.36,53634.0,151.0,26.146847149196404,9.287152317880794
220063,LOWELL GENERAL HOSPITAL,MA,99922.0,99922,2022-10-01,2023-09-30,2466.0,94046.0,390.0,26.221210896795185,6.323076923076923
220070,MELROSEWAKEFIELD HEALTHCARE  INC,MA,15764.0,15764,2022-10-01,2023-09-30,1335.2,36590.0,160.0,36.490844493030885,8.345
220083,BETH ISRAEL DEACONESS HOSPITAL- NEED,MA,14454.0,14454,2022-10-01,2023-09-30,545.1,19655.0,58.0,27.733401170185704,9.398275862068965
241341,APPLETON MUNICIPAL HOSPITAL,MN,99924.0,99924,2022-10-01,2023-09-30,82.15,781.0,15.0,105.18565941101153,5.4766666666666675
241364,COMMUNITY MEMORIAL HOSPITAL,MN,20260.0,20260,2022-10-01,2023-09-30,342.85,2920.0,22.0,117.41438356164385,15.58409090909091
340003,NORTHERN HOSP OF SURRY CO,NC,99934.0,99934,2022-10-01,2023-09-30,758.89,15527.0,100.0,48.87550718103948,7.5889
340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,22180.0,22180,2022-10-01,2023-09-30,3803.85,185299.0,675.0,20.5281733846378,5.6353333333333335
340039,IREDELL MEMORIAL HOSPITAL,NC,16740.0,16740,2022-10-01,2023-09-30,1259.62,32676.0,155.0,38.54878198065859,8.12658064516129
340042,ONSLOW MEMORIAL HOSPITAL,NC,27340.0,27340,2022-10-01,2023-09-30,882.8,31609.0,162.0,27.928754468663985,5.449382716049382
340097,HUGH CHATHAM MEMORIAL HOSPITAL,NC,99934.0,99934,2022-10-01,2023-09-30,677.32,10930.0,81.0,61.96889295516926,8.361975308641975
340099,EAST CAROLINA HEALTH,NC,99934.0,99934,2022-10-01,2023-09-30,436.92,14880.0,52.0,29.362903225806452,8.402307692307692
340120,DUPLIN GENERAL HOSPITAL INCORPORATED,NC,99934.0,99934,2022-10-01,2023-09-30,331.88,11103.0,49.0,29.891020444924795,6.773061224489796
340151,HALIFAX REGIONAL MEDICAL CENTER INC,NC,99934.0,99934,2022-10-01,2023-09-30,464.88,17357.0,100.0,26.7834303162989,4.6488
340173,WAKE MED CARY HOSPITAL,NC,39580.0,39580,2022-10-01,2023-09-30,1204.97,68249.0,222.0,17.65549678383566,5.4277927927927925
351307,ST ANDREWS HEALTH CENTER,ND,99935.0,99935,2022-10-01,2023-09-30,82.04,4497.0,25.0,18.24327329330665,3.2816
380002,THREE RIVERS MEDICAL CENTER,OR,24420.0,24420,2022-10-01,2023-09-30,264.86,26977.0,126.0,9.817993105237797,2.102063492063492
420033,PH GREER MEMORIAL HOSPITAL,SC,24860.0,24860,2022-10-01,2023-09-30,471.67,21656.0,74.0,21.780107129663836,6.373918918918919
420037,PH HILLCREST HOSPITAL,SC,24860.0,24860,2022-10-01,2023-09-30,269.9,10015.0,43.0,26.94957563654518,6.276744186046511
420070,PRISMA HEALTH TUOMEY HOSPITAL,SC,44940.0,44940,2022-10-01,2023-09-30,938.6,38559.0,161.0,24.341917580850126,5.829813664596274
420086,PRISMA HEALTH BAPTIST HOSPITAL,SC,17900.0,17900,2022-10-01,2023-09-30,980.04,48516.0,231.0,20.200346277516694,4.2425974025974025
420102,PH PATEWOOD HOSPITAL,SC,24860.0,24860,2022-10-01,2023-09-30,471.43,11623.0,64.0,40.560096360664204,7.36609375
420103,PELHAM MEDICAL CENTER,SC,43900.0,43900,2022-10-01,2023-09-30,451.07,12189.0,48.0,37.006317171219955,9.397291666666666
450144,PERMIAN REGIONAL MEDICAL CENTER,TX,99945.0,99945,2022-10-01,2023-09-30,277.46,984.0,35.0,281.9715447154471,7.927428571428571
451303,LIMESTONE MEDICAL CENTER,TX,99945.0,99945,2022-10-01,2023-09-30,177.14,1700.0,20.0,104.19999999999999,8.857
471303,NORTHEASTERN VT REGIONAL HOSPITAL,VT,99947.0,99947,2022-10-01,2023-09-30,389.51,6167.0,25.0,63.160369709745424,15.5804
510048,LOGAN REGIONAL MEDICAL CENTER,WV,99951.0,99951,2022-10-01,2023-09-30,542.0,19844.0,132.0,27.31304172545858,4.106060606060606
050146,CITY OF HOPE NATIONAL MEDICAL CTR,CA,31084.0,31084,2022-10-01,2023-09-30,5042.92,77981.0,234.0,64.66857311396366,21.550940170940173
050624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,CA,31084.0,31084,2022-10-01,2023-09-30,1352.38,52517.0,315.0,25.751280537730644,4.293269841269842
054145,SHARP MESA VISTA HOSPITAL,CA,41740.0,41740,2022-10-01,2023-09-30,500.83,33992.0,159.0,14.733760884914098,3.149874213836478
070003,DAY KIMBALL HOSPITAL,CT,49340.0,49340,2022-10-01,2023-09-30,551.21,12687.0,104.0,43.44683534326476,5.300096153846154
190086,NORTH LOUISIANA MEDICAL CENTER,LA,99919.0,99919,2022-10-01,2023-09-30,259.0,12262.0,122.0,21.122166041428805,2.122950819672131
