Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count
030146,HONORHEALTH SONORAN CROSSING MEDICAL CENTER,AZ,85085,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
030147,BANNER OCOTILLO MEDICAL CENTER,AZ,85286,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
030148,NORTHWEST MEDICAL CENTER SAHUARITA,AZ,85629,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
030152,EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA,AZ,85139,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
030153,EAST VALLEY ER & HOSPITAL,AZ,85295,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
030154,EXCEPTIONAL COMMUNITY HOSPITAL YUMA,AZ,85365,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
030155,EXCEPTIONAL COMMUNITY HOSPITAL BULLHEAD CITY,AZ,86442,Acute Care Hospitals,Proprietary,Yes,,,5,Not Available,Not Available,Not Available,Not Available,Not Available
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,AZ,86313,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
031300,WICKENBURG COMMUNITY HOSPITAL,AZ,85390,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
031301,BENSON HOSPITAL,AZ,85602,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
031302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",AZ,85643,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
031304,PAGE HOSPITAL,AZ,86040,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,16,7,8,11,8,12
031305,HOPI HEALTH CARE CENTER,AZ,86042,Critical Access Hospitals,Tribal,No,,,16,7,8,11,8,12
031307,PARKER INDIAN HEALTH CENTER,AZ,85344,Critical Access Hospitals,Government - Federal,Yes,,,16,7,8,11,8,12
031308,HUHU KAM MEMORIAL HOSPITAL,AZ,85147,Critical Access Hospitals,Government - Federal,Yes,,,16,7,8,11,8,12
031309,SAGE MEMORIAL HOSPITAL,AZ,86505,Critical Access Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12
031311,LITTLE COLORADO MEDICAL CENTER,AZ,86047,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
031312,COPPER QUEEN COMMUNITY HOSPITAL,AZ,85603,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
031313,HOLY CROSS HOSPITAL,AZ,85621,Critical Access Hospitals,Proprietary,Yes,Y,,16,7,8,11,8,12
031314,COBRE VALLEY REGIONAL MEDICAL CENTER,AZ,85501,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
031315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,AZ,85938,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
031317,LA PAZ REGIONAL HOSPITAL,AZ,85344,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
031318,BANNER PAYSON MEDICAL CENTER,AZ,85541,Critical Access Hospitals,Voluntary non-profit - Other,No,Y,4.0,,7,8,11,8,12
031319,MT. GRAHAM REGIONAL MEDICAL CENTER,AZ,85546,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,16,7,8,11,8,12
031320,SAN CARLOS APACHE HEALTHCARE CORPORATION,AZ,85542,Critical Access Hospitals,Tribal,Yes,,,16,7,8,11,8,12
033302,PHOENIX CHILDREN'S HOSPITAL,AZ,85016,Childrens,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034004,BANNER BEHAVIORAL HEALTH HOSPITAL,AZ,85251,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034013,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",AZ,85006,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034020,HAVEN BEHAVIORAL HOSPITAL OF PHOENIX,AZ,85007,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034021,ARIZONA STATE HOSPITAL,AZ,85008,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034022,SONORA BEHAVIORAL HEALTH HOSPITAL,AZ,85704,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034023,THE GUIDANCE CENTER,AZ,86004,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034024,AURORA BEHAVIORAL HEALTH SYSTEM,AZ,85302,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034025,THE HEALING PLACE,AZ,86301,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034026,VALLEY HOSPITAL,AZ,85018,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034027,CHANGEPOINT PSYCHIATRIC HOSPITAL,AZ,85929,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034028,AURORA BEHAVIORAL HEALTHCARE-TEMPE,AZ,85283,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034029,OASIS BEHAVIORAL HEALTH HOSPITAL,AZ,85225,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034030,PALO VERDE BEHAVIORAL HEALTH,AZ,85712,Psychiatric,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034031,QUAIL RUN BEHAVIORAL HEALTH,AZ,85027,Psychiatric,Voluntary non-profit - Other,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034032,COPPER SPRINGS EAST- GILBERT,AZ,85392,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034033,EL DORADO SPRINGS,AZ,85712,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034034,DESTINY SPRINGS HEALTHCARE,AZ,85378,Psychiatric,Physician,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034035,AVENIR BEHAVIORAL HEALTH CENTER,AZ,85374,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034038,"PHOENIX MEDICAL PSYCHIATRIC HOSPITAL, LLC",AZ,85006,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034040,VIA LINDA BEHAVIORAL HOSPITAL,AZ,85258,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
034041,AGAVE RIDGE BEHAVIORAL HOSPITAL,AZ,85212,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
040001,SILOAM SPRINGS REGIONAL HOSPITAL,AR,72761,Acute Care Hospitals,Proprietary,Yes,,3.0,,7,8,11,8,12
040002,JOHNSON REGIONAL MEDICAL CENTER,AR,72830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040004,WASHINGTON REGIONAL MEDICAL CENTER,AR,72703,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
040007,CHI-ST VINCENT INFIRMARY,AR,72205,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
040010,MERCY HOSPITAL NORTHWEST ARKANSAS,AR,72758,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
040011,CHAMBERS MEMORIAL HOSPITAL,AR,72833,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
040014,WHITE COUNTY MEDICAL CENTER,AR,72143,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040016,UAMS MEDICAL CENTER,AR,72205,Acute Care Hospitals,Government - State,Yes,Y,2.0,,7,8,11,8,12
040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,AR,72601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040018,BAPTIST HEALTH - VAN BUREN,AR,72956,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
040019,FORREST CITY MEDICAL CENTER,AR,72335,Acute Care Hospitals,Proprietary,Yes,Y,,16,7,8,11,8,12
040020,ST BERNARDS MEDICAL CENTER,AR,72401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
040022,NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,72764,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
040026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,AR,71903,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040027,BAXTER REGIONAL MEDICAL CENTER,AR,72653,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
040029,"CONWAY REGIONAL MEDICAL CENTER, INC",AR,72034,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,72117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
040039,ARKANSAS METHODIST MEDICAL CENTER,AR,72450,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
040041,ST MARYS REGIONAL MEDICAL CENTER,AR,72801,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
040050,OUACHITA COUNTY MEDICAL CENTER,AR,71701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
040051,BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,AR,71655,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
040055,BAPTIST HEALTH - FORT SMITH,AR,72901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
040062,MERCY HOSPITAL FORT SMITH,AR,72903,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040067,MAGNOLIA HOSPITAL,AR,71753,Acute Care Hospitals,Government - Local,Yes,,2.0,,7,8,11,8,12
040069,GREAT RIVER MEDICAL CENTER,AR,72315,Acute Care Hospitals,Government - Local,Yes,Y,1.0,,7,8,11,8,12
040071,JEFFERSON REGIONAL MEDICAL CENTER,AR,71603,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,AR,72160,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
040076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,AR,72104,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
040078,NATIONAL PARK MEDICAL CENTER,AR,71901,Acute Care Hospitals,Proprietary,Yes,Y,1.0,,7,8,11,8,12
040084,SALINE MEMORIAL HOSPITAL,AR,72015,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
040088,SOUTH ARKANSAS REGIONAL HOSPITAL LLC,AR,71730,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
04009F,FAYETTEVILLE AR VA MEDICAL CENTER,AR,72703,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,AR,72205,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3.0,,7,8,11,8,12
040114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,AR,72205,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",AR,72405,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
040119,WHITE RIVER MEDICAL CENTER,AR,72503,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040132,LEO N LEVI MEMORIAL HOSPITAL,AR,71901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
040134,"ARKANSAS HEART HOSPITAL, LLC",AR,72211,Acute Care Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12
040137,ST VINCENT MEDICAL CENTER/NORTH,AR,72120,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4.0,,7,8,11,8,12
040147,ARKANSAS SURGICAL HOSPITAL,AR,72118,Acute Care Hospitals,Physician,Yes,,,16,7,8,11,8,12
040153,SOUTHWEST REGIONAL MEDICAL CENTER LLC,AR,71801,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
040154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,AR,72032,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
040156,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",AR,72301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
040161,ARKANSAS HEART HOSPITAL-ENCORE,AR,72019,Acute Care Hospitals,Proprietary,Yes,,3.0,,7,8,11,8,12
040164,UNITY HEALTH - JACKSONVILLE,AR,72076,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
040779,ST BERNARDS FIVE RIVERS MEDICAL CENTER,AR,72455,Rural Emergency Hospital,Government - Local,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
040780,EUREKA SPRINGS HOSPITAL COMMISSION,AR,72632,Rural Emergency Hospital,Government - Local,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
040781,HELENA REGIONAL MEDICAL CENTER,AR,72342,Rural Emergency Hospital,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
040782,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,AR,72370,Rural Emergency Hospital,Government - State,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
040783,"DEWITT HOSPITAL & NURSING HOME, INC",AR,72042,Rural Emergency Hospital,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
041300,MERCY HOSPITAL PARIS,AR,72855,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041302,DARDANELLE REGIONAL MEDICAL CENTER,AR,72834,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
041303,MERCY HOSPITAL OZARK,AR,72949,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041305,MERCY HOSPITAL WALDRON,AR,72958,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041306,IZARD REGIONAL HOSPITAL LLC,AR,72519,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041307,CROSSRIDGE COMMUNITY HOSPITAL,AR,72396,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
041308,MCGEHEE HOSPITAL,AR,71654,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041309,LAWRENCE MEMORIAL HOSPITAL,AR,72476,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041310,STONE COUNTY MEDICAL CENTER,AR,72560,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041311,HOWARD MEMORIAL HOSPITAL,AR,71852,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041312,BAPTIST HEALTH MEDICAL CENTER HEBER SPRINGS,AR,72543,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041313,OZARK HEALTH,AR,72031,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041317,DALLAS COUNTY MEDICAL CENTER,AR,71742,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
041318,MERCY HOSPITAL BOONEVILLE,AR,72927,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041320,LITTLE RIVER MEMORIAL HOSPITAL,AR,71822,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041321,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,AR,71923,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
041322,BAXTER HEALTH FULTON COUNTY HOSPITAL,AR,72576,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
041323,ASHLEY COUNTY MEDICAL CENTER,AR,71635,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
041324,CHI ST VINCENT MORRILTON,AR,72110,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
041326,DELTA MEMORIAL HOSPITAL,AR,71639,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
041327,BRADLEY COUNTY MEDICAL CENTER,AR,71671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041328,CHICOT MEMORIAL MEDICAL CENTER,AR,71653,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041329,MERCY HOSPITAL BERRYVILLE,AR,72616,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041330,PIGGOTT COMMUNITY HOSPITAL,AR,72454,Critical Access Hospitals,Government - Local,Yes,,3.0,,7,8,11,8,12
041331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,AR,72736,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041332,UNITY HEALTH - NEWPORT,AR,72112,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
041333,SEVIER COUNTY MEDICAL CENTER,AR,71832,Critical Access Hospitals,Government - Local,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
041334,MENA REGIONAL HEALTH SYSTEM,AR,71953,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,5,Not Available,Not Available,Not Available,Not Available,Not Available
043300,ARKANSAS CHILDREN'S HOSPITAL,AR,72202,Childrens,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
043301,"ARKANSAS CHILDREN'S NORTHWEST, INC",AR,72762,Childrens,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044004,VISTA HEALTH FAYETTEVILLE,AR,72703,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044005,BRIDGEWAY HOSPITAL,AR,72113,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044006,VALLEY BEHAVIORAL HEALTH SYSTEM,AR,72923,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044007,RIVENDELL BEHAVIORAL HEALTH SERVICES,AR,72019,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044011,ARKANSAS STATE HOSPITAL,AR,72205,Psychiatric,Government - State,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044017,UNITED METHODIST BEHAVIORAL HOSPITAL,AR,72113,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044019,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,AR,72704,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044020,RIVERVIEW BEHAVIORAL HEALTH,AR,71854,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044021,PERIMETER BEHAVIORAL HOSPITAL OF WEST MEMPHIS,AR,72301,Psychiatric,Voluntary non-profit - Church,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
044022,CONWAY BEHAVIORAL HEALTH,AR,72034,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
050002,ST ROSE HOSPITAL,CA,94545,Acute Care Hospitals,Voluntary non-profit - Church,No,,1.0,,7,8,11,8,12
050006,PROVIDENCE ST JOSEPH HOSPITAL,CA,95501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
050007,PENINSULA MEDICAL CENTER,CA,94010,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,CA,94117,Acute Care Hospitals,Voluntary non-profit - Other,No,,3.0,,7,8,11,8,12
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,CA,94558,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
050013,ADVENTIST HEALTH ST HELENA,CA,94574,Acute Care Hospitals,Voluntary non-profit - Private,No,,4.0,,7,8,11,8,12
050014,SUTTER AMADOR HOSPITAL,CA,95642,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
050017,MERCY GENERAL HOSPITAL,CA,95819,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
050022,RIVERSIDE COMMUNITY HOSPITAL,CA,92501,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
050024,PARADISE VALLEY HOSPITAL,CA,91950,Acute Care Hospitals,Proprietary,Yes,,3.0,,7,8,11,8,12
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,CA,92103,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5.0,,7,8,11,8,12
050026,GROSSMONT HOSPITAL,CA,91942,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
050028,MAD RIVER COMMUNITY HOSPITAL,CA,95521,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
050030,OROVILLE HOSPITAL,CA,95966,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
050036,BAKERSFIELD MEMORIAL HOSPITAL,CA,93301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
050038,SANTA CLARA VALLEY MEDICAL CENTER,CA,95128,Acute Care Hospitals,Government - Local,Yes,Y,3.0,,7,8,11,8,12
050039,ENLOE HEALTH,CA,95926,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,CA,91342,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2.0,,7,8,11,8,12
050042,ST ELIZABETH COMMUNITY HOSPITAL,CA,96080,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,4.0,,7,8,11,8,12
050043,ALTA BATES SUMMIT MEDICAL CENTER,CA,94609,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5.0,,7,8,11,8,12
050045,EL CENTRO REGIONAL MEDICAL CENTER,CA,92243,Acute Care Hospitals,Government - Local,Yes,,1.0,,7,8,11,8,12
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,CA,94109,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
050054,SAN GORGONIO MEMORIAL HOSPITAL,CA,92220,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5.0,,7,8,11,8,12
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,CA,94110,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4.0,,7,8,11,8,12
050056,ANTELOPE VALLEY HOSPITAL,CA,93534,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1.0,,7,8,11,8,12
050057,KAWEAH HEALTH MEDICAL CENTER,CA,93291,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,CA,91204,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
050060,COMMUNITY REGIONAL MEDICAL CENTER,CA,93721,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,CA,90027,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
050067,OAK VALLEY HOSPITAL DISTRICT,CA,95361,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12
050069,PROVIDENCE ST. JOSEPH HOSPITAL,CA,92868,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
050070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,CA,94080,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5.0,,7,8,11,8,12
050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,CA,95051,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,CA,94596,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
